Timestamp,CPU,NetworkIn,NetworkOut,anomaly,severity,final_anomaly
2026-03-25 12:50:00+00:00,49.30487981106785,2382.0,1812.0,1,0,1
2026-03-25 12:55:00+00:00,58.0873438399212,18291.6,20979.2,1,2,-1
2026-03-25 13:00:00+00:00,99.98800001110722,6224.6,7424.8,1,3,-1
2026-03-25 13:05:00+00:00,99.9949992661412,7753.2,7546.2,1,3,-1
2026-03-25 13:10:00+00:00,30.070166528193862,36657.8,45973.8,-1,1,-1
2026-03-25 13:15:00+00:00,99.99666666666668,14352.0,14759.2,1,3,-1
